dteday,season,yr,mnth,hr,holiday,day_name,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,holiday_in_workingday,weekend
2012-04-01,Summer,2012,Apr,8,False,Sun,False,2,0.36,0.3636,0.76,0.0896,37,88,125,False,True
2012-04-01,Summer,2012,Apr,9,False,Sun,False,2,0.36,0.3485,0.81,0.1343,102,173,275,False,True
2012-04-01,Summer,2012,Apr,10,False,Sun,False,2,0.4,0.4091,0.71,0.1045,132,228,360,False,True
2012-04-01,Summer,2012,Apr,11,False,Sun,False,2,0.4,0.4091,0.71,0.194,180,271,451,False,True
2012-04-01,Summer,2012,Apr,12,False,Sun,False,2,0.42,0.4242,0.67,0.2239,187,258,445,False,True
2012-04-01,Summer,2012,Apr,13,False,Sun,False,2,0.44,0.4394,0.62,0.194,190,274,464,False,True
2012-04-01,Summer,2012,Apr,14,False,Sun,False,2,0.48,0.4697,0.55,0.2239,283,278,561,False,True
2012-04-01,Summer,2012,Apr,15,False,Sun,False,1,0.5,0.4848,0.55,0.2537,295,278,573,False,True
2012-04-01,Summer,2012,Apr,16,False,Sun,False,1,0.52,0.5,0.52,0.2537,236,275,511,False,True
2012-04-01,Summer,2012,Apr,17,False,Sun,False,1,0.52,0.5,0.55,0.2836,232,323,555,False,True
2012-04-01,Summer,2012,Apr,18,False,Sun,False,1,0.52,0.5,0.52,0.2985,153,279,432,False,True
2012-04-01,Summer,2012,Apr,19,False,Sun,False,1,0.52,0.5,0.55,0.2239,110,236,346,False,True
2012-04-01,Summer,2012,Apr,20,False,Sun,False,2,0.5,0.4848,0.59,0.2239,66,166,232,False,True
2012-04-01,Summer,2012,Apr,21,False,Sun,False,2,0.5,0.4848,0.59,0.1642,33,101,134,False,True
2012-04-01,Summer,2012,Apr,22,False,Sun,False,3,0.5,0.4848,0.63,0.1045,7,61,68,False,True
2012-04-01,Summer,2012,Apr,23,False,Sun,False,3,0.46,0.4545,0.72,0.0,10,53,63,False,True
2012-04-02,Summer,2012,Apr,0,False,Mon,True,3,0.44,0.4394,0.82,0.1045,6,11,17,False,False
2012-04-02,Summer,2012,Apr,1,False,Mon,True,3,0.42,0.4242,0.88,0.0896,0,5,5,False,False
2012-04-02,Summer,2012,Apr,2,False,Mon,True,3,0.44,0.4394,0.94,0.1343,2,3,5,False,False
2012-04-02,Summer,2012,Apr,4,False,Mon,True,1,0.4,0.4091,0.76,0.18289312672418853,2,2,4,False,False
2012-04-02,Summer,2012,Apr,5,False,Mon,True,1,0.4,0.4091,0.76,0.18289312672418853,2,22,24,False,False
2012-04-02,Summer,2012,Apr,6,False,Mon,True,1,0.36,0.3182,0.71,0.4627,6,104,110,False,False
2012-04-02,Summer,2012,Apr,7,False,Mon,True,1,0.34,0.303,0.66,0.3881,12,294,306,False,False
2012-04-02,Summer,2012,Apr,8,False,Mon,True,1,0.36,0.3333,0.57,0.3284,36,553,589,False,False
2012-04-02,Summer,2012,Apr,9,False,Mon,True,1,0.38,0.3939,0.54,0.3582,52,265,317,False,False
2012-04-02,Summer,2012,Apr,10,False,Mon,True,1,0.4,0.4091,0.5,0.18289312672418853,85,119,204,False,False
2012-04-02,Summer,2012,Apr,11,False,Mon,True,1,0.42,0.4242,0.47,0.4478,81,128,209,False,False
2012-04-02,Summer,2012,Apr,12,False,Mon,True,1,0.44,0.4394,0.44,0.4478,100,181,281,False,False
2012-04-02,Summer,2012,Apr,13,False,Mon,True,1,0.46,0.4545,0.36,0.2985,97,184,281,False,False
2012-04-02,Summer,2012,Apr,14,False,Mon,True,1,0.46,0.4545,0.31,0.4179,127,141,268,False,False
2012-04-02,Summer,2012,Apr,15,False,Mon,True,1,0.48,0.4697,0.33,0.4179,132,192,324,False,False
2012-04-02,Summer,2012,Apr,16,False,Mon,True,1,0.5,0.4848,0.34,0.3284,104,291,395,False,False
2012-04-02,Summer,2012,Apr,17,False,Mon,True,1,0.5,0.4848,0.29,0.2836,128,601,729,False,False
2012-04-02,Summer,2012,Apr,18,False,Mon,True,1,0.5,0.4848,0.27,0.2537,75,543,618,False,False
2012-04-02,Summer,2012,Apr,19,False,Mon,True,1,0.5,0.4848,0.27,0.2537,66,428,494,False,False
2012-04-02,Summer,2012,Apr,20,False,Mon,True,1,0.46,0.4545,0.31,0.1642,48,281,329,False,False
2012-04-02,Summer,2012,Apr,21,False,Mon,True,1,0.46,0.4545,0.28,0.1343,24,214,238,False,False
2012-04-02,Summer,2012,Apr,22,False,Mon,True,1,0.42,0.4242,0.44,0.194,17,106,123,False,False
2012-04-02,Summer,2012,Apr,23,False,Mon,True,1,0.44,0.4394,0.35,0.1642,6,60,66,False,False
2012-04-03,Summer,2012,Apr,0,False,Tue,True,1,0.4,0.4091,0.43,0.1343,1,32,33,False,False
2012-04-03,Summer,2012,Apr,1,False,Tue,True,1,0.38,0.3939,0.46,0.2239,0,11,11,False,False
2012-04-03,Summer,2012,Apr,2,False,Tue,True,1,0.36,0.3485,0.53,0.1642,0,5,5,False,False
2012-04-03,Summer,2012,Apr,3,False,Tue,True,1,0.38,0.3939,0.46,0.0,0,3,3,False,False
2012-04-03,Summer,2012,Apr,4,False,Tue,True,1,0.32,0.3333,0.66,0.0896,0,1,1,False,False
2012-04-03,Summer,2012,Apr,5,False,Tue,True,1,0.32,0.3333,0.66,0.0896,2,25,27,False,False
2012-04-03,Summer,2012,Apr,6,False,Tue,True,1,0.3,0.3182,0.61,0.0896,2,98,100,False,False
2012-04-03,Summer,2012,Apr,7,False,Tue,True,1,0.32,0.3333,0.66,0.0896,14,327,341,False,False
2012-04-03,Summer,2012,Apr,8,False,Tue,True,1,0.34,0.3636,0.57,0.0,27,577,604,False,False
2012-04-03,Summer,2012,Apr,9,False,Tue,True,1,0.42,0.4242,0.38,0.0896,54,354,408,False,False
2012-04-03,Summer,2012,Apr,10,False,Tue,True,1,0.44,0.4394,0.33,0.0,77,142,219,False,False
2012-04-03,Summer,2012,Apr,11,False,Tue,True,1,0.48,0.4697,0.23,0.0,91,167,258,False,False
2012-04-03,Summer,2012,Apr,12,False,Tue,True,1,0.52,0.5,0.25,0.0,101,230,331,False,False
2012-04-03,Summer,2012,Apr,13,False,Tue,True,1,0.56,0.5303,0.19,0.2537,120,225,345,False,False
2012-04-03,Summer,2012,Apr,14,False,Tue,True,1,0.56,0.5303,0.21,0.2239,120,191,311,False,False
2012-04-03,Summer,2012,Apr,15,False,Tue,True,1,0.6,0.5909,0.2,0.194,109,207,316,False,False
2012-04-03,Summer,2012,Apr,16,False,Tue,True,1,0.62,0.6061,0.21,0.1642,145,340,485,False,False
2012-04-03,Summer,2012,Apr,17,False,Tue,True,1,0.62,0.6061,0.17,0.194,123,634,757,False,False
2012-04-03,Summer,2012,Apr,18,False,Tue,True,1,0.6,0.6061,0.26,0.1642,139,661,800,False,False
2012-04-03,Summer,2012,Apr,19,False,Tue,True,1,0.56,0.5303,0.26,0.1045,98,460,558,False,False
2012-04-03,Summer,2012,Apr,20,False,Tue,True,1,0.56,0.5303,0.24,0.1343,54,325,379,False,False
2012-04-03,Summer,2012,Apr,21,False,Tue,True,1,0.54,0.5152,0.45,0.0,33,210,243,False,False
2012-04-03,Summer,2012,Apr,22,False,Tue,True,1,0.5,0.4848,0.51,0.0,25,133,158,False,False
2012-04-03,Summer,2012,Apr,23,False,Tue,True,1,0.5,0.4848,0.59,0.0,13,66,79,False,False
2012-04-04,Summer,2012,Apr,0,False,Wed,True,1,0.48,0.4697,0.48,0.0,18,23,41,False,False
2012-04-04,Summer,2012,Apr,1,False,Wed,True,1,0.46,0.4545,0.59,0.0,0,11,11,False,False
2012-04-04,Summer,2012,Apr,2,False,Wed,True,1,0.46,0.4545,0.51,0.0,0,5,5,False,False
2012-04-04,Summer,2012,Apr,3,False,Wed,True,1,0.44,0.4394,0.58,0.0896,0,3,3,False,False
2012-04-04,Summer,2012,Apr,4,False,Wed,True,1,0.42,0.4242,0.67,0.0896,0,1,1,False,False
2012-04-04,Summer,2012,Apr,5,False,Wed,True,1,0.42,0.4242,0.67,0.0896,0,27,27,False,False
2012-04-04,Summer,2012,Apr,6,False,Wed,True,2,0.42,0.4242,0.58,0.0,6,120,126,False,False
2012-04-04,Summer,2012,Apr,7,False,Wed,True,2,0.44,0.4394,0.62,0.0,12,354,366,False,False
2012-04-04,Summer,2012,Apr,8,False,Wed,True,2,0.44,0.4394,0.72,0.1045,31,653,684,False,False
2012-04-04,Summer,2012,Apr,9,False,Wed,True,2,0.48,0.4697,0.55,0.1343,47,316,363,False,False
2012-04-04,Summer,2012,Apr,10,False,Wed,True,2,0.54,0.5152,0.45,0.1343,68,99,167,False,False
2012-04-04,Summer,2012,Apr,11,False,Wed,True,2,0.6,0.6212,0.43,0.3582,61,152,213,False,False
2012-04-04,Summer,2012,Apr,12,False,Wed,True,2,0.6,0.6212,0.46,0.4179,73,210,283,False,False
2012-04-04,Summer,2012,Apr,13,False,Wed,True,2,0.6,0.6212,0.46,0.2537,70,181,251,False,False
2012-04-04,Summer,2012,Apr,14,False,Wed,True,2,0.62,0.6212,0.46,0.194,82,176,258,False,False
2012-04-04,Summer,2012,Apr,15,False,Wed,True,2,0.64,0.6212,0.44,0.2836,86,182,268,False,False
2012-04-04,Summer,2012,Apr,16,False,Wed,True,2,0.64,0.6212,0.44,0.2836,86,304,390,False,False
2012-04-04,Summer,2012,Apr,17,False,Wed,True,1,0.66,0.6212,0.41,0.2985,99,645,744,False,False
2012-04-04,Summer,2012,Apr,18,False,Wed,True,1,0.66,0.6212,0.41,0.2537,113,646,759,False,False
2012-04-04,Summer,2012,Apr,19,False,Wed,True,1,0.66,0.6212,0.39,0.2239,75,419,494,False,False
2012-04-04,Summer,2012,Apr,20,False,Wed,True,1,0.64,0.6212,0.27,0.2239,39,333,372,False,False
2012-04-04,Summer,2012,Apr,21,False,Wed,True,1,0.6,0.6061,0.23,0.3284,43,255,298,False,False
2012-04-04,Summer,2012,Apr,22,False,Wed,True,1,0.56,0.5303,0.22,0.1642,30,151,181,False,False
2012-04-04,Summer,2012,Apr,23,False,Wed,True,1,0.52,0.5,0.23,0.4179,19,112,131,False,False
2012-04-05,Summer,2012,Apr,0,False,Thu,True,1,0.52,0.5,0.23,0.4179,12,33,45,False,False
2012-04-05,Summer,2012,Apr,1,False,Thu,True,1,0.48,0.4697,0.27,0.3284,4,9,13,False,False
2012-04-05,Summer,2012,Apr,2,False,Thu,True,1,0.46,0.4545,0.33,0.4478,7,11,18,False,False
2012-04-05,Summer,2012,Apr,3,False,Thu,True,1,0.42,0.4242,0.41,0.2985,0,5,5,False,False
2012-04-05,Summer,2012,Apr,4,False,Thu,True,1,0.38,0.3939,0.43,0.2836,0,1,1,False,False
2012-04-05,Summer,2012,Apr,5,False,Thu,True,1,0.38,0.3939,0.43,0.2836,1,28,29,False,False
2012-04-05,Summer,2012,Apr,6,False,Thu,True,1,0.36,0.3333,0.46,0.3284,8,118,126,False,False
2012-04-05,Summer,2012,Apr,7,False,Thu,True,1,0.34,0.3333,0.49,0.194,15,339,354,False,False
2012-04-05,Summer,2012,Apr,8,False,Thu,True,1,0.36,0.3485,0.46,0.2239,28,610,638,False,False
2012-04-05,Summer,2012,Apr,9,False,Thu,True,1,0.4,0.4091,0.37,0.2537,61,290,351,False,False
2012-04-05,Summer,2012,Apr,10,False,Thu,True,1,0.42,0.4242,0.35,0.2836,88,158,246,False,False
2012-04-05,Summer,2012,Apr,11,False,Thu,True,2,0.42,0.4242,0.38,0.2239,109,159,268,False,False
2012-04-05,Summer,2012,Apr,12,False,Thu,True,1,0.44,0.4394,0.33,0.0,66,210,276,False,False
2012-04-05,Summer,2012,Apr,13,False,Thu,True,1,0.46,0.4545,0.31,0.0,89,202,291,False,False
2012-04-05,Summer,2012,Apr,14,False,Thu,True,1,0.46,0.4545,0.33,0.1642,143,144,287,False,False
2012-04-05,Summer,2012,Apr,15,False,Thu,True,1,0.5,0.4848,0.31,0.1045,98,171,269,False,False
2012-04-05,Summer,2012,Apr,16,False,Thu,True,1,0.5,0.4848,0.31,0.194,84,318,402,False,False
2012-04-05,Summer,2012,Apr,17,False,Thu,True,1,0.5,0.4848,0.31,0.1642,145,677,822,False,False
2012-04-05,Summer,2012,Apr,18,False,Thu,True,1,0.5,0.4848,0.31,0.1045,80,618,698,False,False
2012-04-05,Summer,2012,Apr,19,False,Thu,True,1,0.48,0.4697,0.31,0.2537,64,423,487,False,False
2012-04-05,Summer,2012,Apr,20,False,Thu,True,1,0.44,0.4394,0.41,0.194,33,279,312,False,False
2012-04-05,Summer,2012,Apr,21,False,Thu,True,1,0.42,0.4242,0.47,0.194,25,209,234,False,False
2012-04-05,Summer,2012,Apr,22,False,Thu,True,1,0.4,0.4091,0.47,0.194,20,129,149,False,False
2012-04-05,Summer,2012,Apr,23,False,Thu,True,1,0.4,0.4091,0.5,0.1343,12,124,136,False,False
2012-04-06,Summer,2012,Apr,0,False,Fri,True,1,0.4,0.4091,0.43,0.0,12,49,61,False,False
2012-04-06,Summer,2012,Apr,1,False,Fri,True,1,0.36,0.3485,0.62,0.1343,10,28,38,False,False
2012-04-06,Summer,2012,Apr,2,False,Fri,True,1,0.36,0.3333,0.5,0.3881,6,5,11,False,False
2012-04-06,Summer,2012,Apr,3,False,Fri,True,1,0.34,0.303,0.53,0.3284,3,5,8,False,False
2012-04-06,Summer,2012,Apr,4,False,Fri,True,1,0.34,0.3182,0.49,0.2537,2,3,5,False,False
2012-04-06,Summer,2012,Apr,5,False,Fri,True,1,0.32,0.303,0.53,0.3284,0,23,23,False,False
2012-04-06,Summer,2012,Apr,6,False,Fri,True,1,0.3,0.2727,0.49,0.3881,0,80,80,False,False
2012-04-06,Summer,2012,Apr,7,False,Fri,True,1,0.3,0.2879,0.49,0.2836,15,231,246,False,False
2012-04-06,Summer,2012,Apr,8,False,Fri,True,1,0.3,0.2727,0.49,0.3284,19,489,508,False,False
2012-04-06,Summer,2012,Apr,9,False,Fri,True,1,0.34,0.303,0.42,0.3284,58,318,376,False,False
2012-04-06,Summer,2012,Apr,10,False,Fri,True,1,0.36,0.3333,0.4,0.3284,81,157,238,False,False
2012-04-06,Summer,2012,Apr,11,False,Fri,True,1,0.4,0.4091,0.37,0.2985,112,179,291,False,False
2012-04-06,Summer,2012,Apr,12,False,Fri,True,1,0.42,0.4242,0.35,0.2985,113,224,337,False,False
2012-04-06,Summer,2012,Apr,13,False,Fri,True,1,0.44,0.4394,0.33,0.3284,173,238,411,False,False
2012-04-06,Summer,2012,Apr,14,False,Fri,True,1,0.48,0.4697,0.29,0.3881,240,250,490,False,False
2012-04-06,Summer,2012,Apr,15,False,Fri,True,1,0.5,0.4848,0.27,0.2836,218,319,537,False,False
2012-04-06,Summer,2012,Apr,16,False,Fri,True,1,0.5,0.4848,0.22,0.4179,184,352,536,False,False
2012-04-06,Summer,2012,Apr,17,False,Fri,True,1,0.52,0.5,0.23,0.4179,172,483,655,False,False
2012-04-06,Summer,2012,Apr,18,False,Fri,True,1,0.5,0.4848,0.22,0.4627,104,380,484,False,False
2012-04-06,Summer,2012,Apr,19,False,Fri,True,1,0.48,0.4697,0.23,0.2985,115,297,412,False,False
2012-04-06,Summer,2012,Apr,20,False,Fri,True,1,0.46,0.4545,0.24,0.2836,61,191,252,False,False
2012-04-06,Summer,2012,Apr,21,False,Fri,True,1,0.44,0.4394,0.26,0.1343,54,136,190,False,False
2012-04-06,Summer,2012,Apr,22,False,Fri,True,1,0.4,0.4091,0.35,0.2239,34,124,158,False,False
2012-04-06,Summer,2012,Apr,23,False,Fri,True,1,0.42,0.4242,0.3,0.2836,21,92,113,False,False
2012-04-07,Summer,2012,Apr,0,False,Sat,False,1,0.42,0.4242,0.26,0.2985,9,85,94,False,True
2012-04-07,Summer,2012,Apr,1,False,Sat,False,1,0.4,0.4091,0.28,0.2537,9,60,69,False,True
2012-04-07,Summer,2012,Apr,2,False,Sat,False,1,0.36,0.3333,0.29,0.3582,11,25,36,False,True
2012-04-07,Summer,2012,Apr,3,False,Sat,False,1,0.36,0.3333,0.32,0.2537,7,21,28,False,True
2012-04-07,Summer,2012,Apr,4,False,Sat,False,1,0.32,0.3182,0.36,0.1642,3,4,7,False,True
2012-04-07,Summer,2012,Apr,5,False,Sat,False,1,0.32,0.3182,0.33,0.1642,0,2,2,False,True
2012-04-07,Summer,2012,Apr,6,False,Sat,False,1,0.32,0.3182,0.36,0.194,1,18,19,False,True
2012-04-07,Summer,2012,Apr,7,False,Sat,False,1,0.32,0.303,0.33,0.2836,14,40,54,False,True
2012-04-07,Summer,2012,Apr,8,False,Sat,False,1,0.34,0.3182,0.34,0.2537,29,94,123,False,True
2012-04-07,Summer,2012,Apr,9,False,Sat,False,1,0.4,0.4091,0.3,0.2537,103,173,276,False,True
2012-04-07,Summer,2012,Apr,10,False,Sat,False,1,0.42,0.4242,0.28,0.2537,187,176,363,False,True
2012-04-07,Summer,2012,Apr,11,False,Sat,False,1,0.44,0.4394,0.24,0.2985,251,244,495,False,True
2012-04-07,Summer,2012,Apr,12,False,Sat,False,1,0.46,0.4545,0.23,0.3881,320,270,590,False,True
2012-04-07,Summer,2012,Apr,13,False,Sat,False,1,0.5,0.4848,0.22,0.194,355,288,643,False,True
2012-04-07,Summer,2012,Apr,14,False,Sat,False,1,0.5,0.4848,0.22,0.2985,326,252,578,False,True
2012-04-07,Summer,2012,Apr,15,False,Sat,False,1,0.52,0.5,0.19,0.4179,321,305,626,False,True
2012-04-07,Summer,2012,Apr,16,False,Sat,False,1,0.54,0.5152,0.19,0.3881,354,261,615,False,True
2012-04-07,Summer,2012,Apr,17,False,Sat,False,1,0.54,0.5152,0.19,0.4179,299,268,567,False,True
2012-04-07,Summer,2012,Apr,18,False,Sat,False,1,0.54,0.5152,0.18,0.2985,227,290,517,False,True
2012-04-07,Summer,2012,Apr,19,False,Sat,False,1,0.54,0.5152,0.16,0.3284,170,243,413,False,True
2012-04-07,Summer,2012,Apr,20,False,Sat,False,1,0.5,0.4848,0.2,0.2239,73,135,208,False,True
2012-04-07,Summer,2012,Apr,21,False,Sat,False,1,0.5,0.4848,0.2,0.194,75,159,234,False,True
2012-04-07,Summer,2012,Apr,22,False,Sat,False,1,0.48,0.4697,0.2,0.194,76,106,182,False,True
2012-04-07,Summer,2012,Apr,23,False,Sat,False,1,0.46,0.4545,0.23,0.2239,32,86,118,False,True
2012-04-08,Summer,2012,Apr,0,False,Sun,False,1,0.44,0.4394,0.24,0.2239,21,64,85,False,True
2012-04-08,Summer,2012,Apr,1,False,Sun,False,1,0.44,0.4394,0.24,0.2239,14,50,64,False,True
2012-04-08,Summer,2012,Apr,2,False,Sun,False,1,0.44,0.4394,0.24,0.2239,7,25,32,False,True
2012-04-08,Summer,2012,Apr,3,False,Sun,False,1,0.42,0.4242,0.26,0.1343,8,18,26,False,True
2012-04-08,Summer,2012,Apr,4,False,Sun,False,1,0.4,0.4091,0.4,0.0,0,7,7,False,True
2012-04-08,Summer,2012,Apr,5,False,Sun,False,1,0.38,0.3939,0.46,0.0,4,8,12,False,True
2012-04-08,Summer,2012,Apr,6,False,Sun,False,1,0.36,0.3788,0.37,0.0,7,21,28,False,True
2012-04-08,Summer,2012,Apr,7,False,Sun,False,1,0.38,0.3939,0.27,0.1642,12,25,37,False,True
2012-04-08,Summer,2012,Apr,8,False,Sun,False,1,0.4,0.4091,0.3,0.194,19,65,84,False,True
2012-04-08,Summer,2012,Apr,9,False,Sun,False,1,0.44,0.4394,0.26,0.2239,71,108,179,False,True
2012-04-08,Summer,2012,Apr,10,False,Sun,False,1,0.5,0.4848,0.25,0.2239,113,186,299,False,True
2012-04-08,Summer,2012,Apr,11,False,Sun,False,1,0.5,0.4848,0.25,0.2836,195,209,404,False,True
2012-04-08,Summer,2012,Apr,12,False,Sun,False,1,0.54,0.5152,0.24,0.2537,198,259,457,False,True
2012-04-08,Summer,2012,Apr,13,False,Sun,False,1,0.58,0.5455,0.23,0.1642,229,254,483,False,True
2012-04-08,Summer,2012,Apr,14,False,Sun,False,1,0.6,0.5909,0.18,0.4478,254,249,503,False,True
2012-04-08,Summer,2012,Apr,15,False,Sun,False,1,0.62,0.6061,0.17,0.3582,260,226,486,False,True
2012-04-08,Summer,2012,Apr,16,False,Sun,False,1,0.64,0.6061,0.19,0.3284,232,244,476,False,True
2012-04-08,Summer,2012,Apr,17,False,Sun,False,1,0.62,0.6061,0.22,0.2985,185,226,411,False,True
2012-04-08,Summer,2012,Apr,18,False,Sun,False,1,0.62,0.6061,0.25,0.3284,151,159,310,False,True
2012-04-08,Summer,2012,Apr,19,False,Sun,False,1,0.6,0.6061,0.23,0.3881,89,187,276,False,True
2012-04-08,Summer,2012,Apr,20,False,Sun,False,1,0.56,0.5303,0.28,0.4179,65,146,211,False,True
2012-04-08,Summer,2012,Apr,21,False,Sun,False,1,0.52,0.5,0.34,0.2239,53,77,130,False,True
2012-04-08,Summer,2012,Apr,22,False,Sun,False,1,0.5,0.4848,0.36,0.2239,33,85,118,False,True
2012-04-08,Summer,2012,Apr,23,False,Sun,False,1,0.5,0.4848,0.39,0.2537,10,41,51,False,True
2012-04-09,Summer,2012,Apr,0,False,Mon,True,1,0.48,0.4697,0.39,0.2836,8,29,37,False,False
2012-04-09,Summer,2012,Apr,1,False,Mon,True,1,0.46,0.4545,0.41,0.1343,4,12,16,False,False
2012-04-09,Summer,2012,Apr,2,False,Mon,True,1,0.46,0.4545,0.31,0.194,2,4,6,False,False
2012-04-09,Summer,2012,Apr,3,False,Mon,True,1,0.44,0.4394,0.3,0.1642,0,3,3,False,False
2012-04-09,Summer,2012,Apr,4,False,Mon,True,1,0.44,0.4394,0.24,0.194,2,3,5,False,False
2012-04-09,Summer,2012,Apr,5,False,Mon,True,1,0.44,0.4394,0.24,0.194,2,30,32,False,False
2012-04-09,Summer,2012,Apr,6,False,Mon,True,1,0.42,0.4242,0.26,0.2239,3,108,111,False,False
2012-04-09,Summer,2012,Apr,7,False,Mon,True,1,0.42,0.4242,0.28,0.194,11,320,331,False,False
2012-04-09,Summer,2012,Apr,8,False,Mon,True,1,0.44,0.4394,0.3,0.194,22,595,617,False,False
2012-04-09,Summer,2012,Apr,9,False,Mon,True,1,0.46,0.4545,0.31,0.3582,50,236,286,False,False
2012-04-09,Summer,2012,Apr,10,False,Mon,True,1,0.5,0.4848,0.27,0.18289312672418853,65,113,178,False,False
2012-04-09,Summer,2012,Apr,11,False,Mon,True,1,0.52,0.5,0.27,0.4179,96,127,223,False,False
2012-04-09,Summer,2012,Apr,12,False,Mon,True,1,0.54,0.5152,0.28,0.18289312672418853,94,186,280,False,False
2012-04-09,Summer,2012,Apr,13,False,Mon,True,1,0.54,0.5152,0.28,0.18289312672418853,108,173,281,False,False
2012-04-09,Summer,2012,Apr,14,False,Mon,True,1,0.56,0.5303,0.28,0.18289312672418853,66,152,218,False,False
2012-04-09,Summer,2012,Apr,15,False,Mon,True,1,0.58,0.5455,0.28,0.18289312672418853,82,173,255,False,False
2012-04-09,Summer,2012,Apr,16,False,Mon,True,1,0.56,0.5303,0.3,0.4179,81,310,391,False,False
2012-04-09,Summer,2012,Apr,17,False,Mon,True,1,0.54,0.5152,0.32,0.4179,67,565,632,False,False
2012-04-09,Summer,2012,Apr,18,False,Mon,True,1,0.54,0.5152,0.34,0.2985,60,586,646,False,False
2012-04-09,Summer,2012,Apr,19,False,Mon,True,1,0.52,0.5,0.34,0.3582,35,386,421,False,False
2012-04-09,Summer,2012,Apr,20,False,Mon,True,1,0.5,0.4848,0.36,0.4478,21,255,276,False,False
2012-04-09,Summer,2012,Apr,21,False,Mon,True,3,0.48,0.4697,0.41,0.4179,14,151,165,False,False
2012-04-09,Summer,2012,Apr,22,False,Mon,True,2,0.46,0.4545,0.41,0.18289312672418853,6,102,108,False,False
2012-04-09,Summer,2012,Apr,23,False,Mon,True,1,0.44,0.4394,0.44,0.2985,6,61,67,False,False
2012-04-10,Summer,2012,Apr,0,False,Tue,True,2,0.44,0.4394,0.47,0.2836,3,23,26,False,False
2012-04-10,Summer,2012,Apr,1,False,Tue,True,1,0.42,0.4242,0.5,0.2239,0,9,9,False,False
2012-04-10,Summer,2012,Apr,2,False,Tue,True,1,0.36,0.3485,0.71,0.1343,0,2,2,False,False
2012-04-10,Summer,2012,Apr,3,False,Tue,True,1,0.36,0.3485,0.71,0.1343,0,2,2,False,False
2012-04-10,Summer,2012,Apr,4,False,Tue,True,1,0.34,0.3333,0.71,0.1343,0,2,2,False,False
2012-04-10,Summer,2012,Apr,5,False,Tue,True,1,0.34,0.3333,0.71,0.1343,0,24,24,False,False
2012-04-10,Summer,2012,Apr,6,False,Tue,True,1,0.34,0.3485,0.71,0.1045,3,100,103,False,False
2012-04-10,Summer,2012,Apr,7,False,Tue,True,1,0.34,0.3485,0.71,0.1045,16,368,384,False,False
2012-04-10,Summer,2012,Apr,8,False,Tue,True,1,0.38,0.3939,0.62,0.1343,22,670,692,False,False
2012-04-10,Summer,2012,Apr,9,False,Tue,True,1,0.42,0.4242,0.67,0.194,16,303,319,False,False
2012-04-10,Summer,2012,Apr,10,False,Tue,True,1,0.46,0.4545,0.47,0.1642,49,132,181,False,False
2012-04-10,Summer,2012,Apr,11,False,Tue,True,1,0.5,0.4848,0.36,0.0,78,161,239,False,False
2012-04-10,Summer,2012,Apr,12,False,Tue,True,1,0.54,0.5152,0.22,0.2836,75,184,259,False,False
2012-04-10,Summer,2012,Apr,13,False,Tue,True,1,0.52,0.5,0.23,0.1642,81,202,283,False,False
2012-04-10,Summer,2012,Apr,14,False,Tue,True,1,0.54,0.5152,0.24,0.194,75,149,224,False,False
2012-04-10,Summer,2012,Apr,15,False,Tue,True,1,0.56,0.5303,0.21,0.2985,46,157,203,False,False
2012-04-10,Summer,2012,Apr,16,False,Tue,True,1,0.58,0.5455,0.21,0.2537,66,296,362,False,False
2012-04-10,Summer,2012,Apr,17,False,Tue,True,1,0.56,0.5303,0.21,0.18289312672418853,88,656,744,False,False
2012-04-10,Summer,2012,Apr,18,False,Tue,True,1,0.54,0.5152,0.22,0.4179,78,626,704,False,False
2012-04-10,Summer,2012,Apr,19,False,Tue,True,1,0.52,0.5,0.2,0.3582,51,428,479,False,False
2012-04-10,Summer,2012,Apr,20,False,Tue,True,1,0.46,0.4545,0.28,0.3881,34,248,282,False,False
2012-04-10,Summer,2012,Apr,21,False,Tue,True,1,0.44,0.4394,0.3,0.4478,15,191,206,False,False
2012-04-10,Summer,2012,Apr,22,False,Tue,True,1,0.4,0.4091,0.37,0.18289312672418853,9,118,127,False,False
2012-04-10,Summer,2012,Apr,23,False,Tue,True,1,0.36,0.3333,0.4,0.4179,14,48,62,False,False
2012-04-11,Summer,2012,Apr,0,False,Wed,True,1,0.34,0.303,0.36,0.4179,8,22,30,False,False
2012-04-11,Summer,2012,Apr,1,False,Wed,True,1,0.34,0.3182,0.39,0.2836,3,9,12,False,False
2012-04-11,Summer,2012,Apr,2,False,Wed,True,1,0.32,0.303,0.45,0.2836,0,2,2,False,False
2012-04-11,Summer,2012,Apr,3,False,Wed,True,1,0.3,0.2879,0.49,0.2239,0,2,2,False,False
2012-04-11,Summer,2012,Apr,5,False,Wed,True,1,0.28,0.2727,0.56,0.194,1,26,27,False,False
2012-04-11,Summer,2012,Apr,6,False,Wed,True,1,0.28,0.2879,0.56,0.1045,3,103,106,False,False
2012-04-11,Summer,2012,Apr,7,False,Wed,True,1,0.28,0.2879,0.52,0.1343,18,303,321,False,False
2012-04-11,Summer,2012,Apr,8,False,Wed,True,1,0.3,0.2879,0.49,0.2239,14,581,595,False,False
2012-04-11,Summer,2012,Apr,9,False,Wed,True,2,0.32,0.303,0.49,0.2985,20,282,302,False,False
